prodcode,description,drugsubstance
29704,"Paxofen 200mg Tablet (M A Steinhard Ltd)",Ibuprofen
21811,"Lidifen 200mg Tablet (Berk Pharmaceuticals Ltd)",Ibuprofen
21811,"Lidifen 200mg Tablet (Berk Pharmaceuticals Ltd)",Ibuprofen
21813,"Lidifen 400mg Tablet (Berk Pharmaceuticals Ltd)",Ibuprofen
21813,"Lidifen 400mg Tablet (Berk Pharmaceuticals Ltd)",Ibuprofen
21821,"Lidifen f 600mg Tablet (Berk Pharmaceuticals Ltd)",Ibuprofen
21821,"Lidifen f 600mg Tablet (Berk Pharmaceuticals Ltd)",Ibuprofen
30942,"Diclofenac 50mg Tablet (Regent Laboratories Ltd)","Diclofenac sodium"
34757,"Ibuprofen 400mg Tablet (Unichem)",Ibuprofen
34757,"Ibuprofen 400mg Tablet (Unichem)",Ibuprofen
32097,"Indometacin 75mg Modified-release capsule (Actavis UK Ltd)",Indometacin
8451,"Etodolac 200mg Tablet",Etodolac
8451,"Etodolac 200mg Tablet",Etodolac
20386,"Ramodar 200mg Tablet (Wyeth Pharmaceuticals)",Etodolac
20386,"Ramodar 200mg Tablet (Wyeth Pharmaceuticals)",Etodolac
42793,"Diclofenac 100mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)","Diclofenac sodium"
14422,"Fenbufen 450mg Effervescent tablet",Fenbufen
14422,"Fenbufen 450mg Effervescent tablet",Fenbufen
4564,"Fenoprofen 200mg Tablet","Fenoprofen Calcium"
4564,"Fenoprofen 200mg Tablet","Fenoprofen Calcium"
34362,"Diclofenac 25mg Gastro-resistant tablet (Genus Pharmaceuticals Ltd)","Diclofenac sodium"
33669,"Diclofenac 50mg Gastro-resistant tablet (Genus Pharmaceuticals Ltd)","Diclofenac sodium"
34212,"Diclofenac 75mg Modified-release tablet (Genus Pharmaceuticals Ltd)","Diclofenac sodium"
40253,"Ibuprofen 600mg Tablet (Sovereign Medical Ltd)",Ibuprofen
40253,"Ibuprofen 600mg Tablet (Sovereign Medical Ltd)",Ibuprofen
30168,"Arthroxen 250mg Tablet (C P Pharmaceuticals Ltd)",Naproxen
23121,"Arthroxen 500mg Tablet (C P Pharmaceuticals Ltd)",Naproxen
45256,"Indometacin 25mg Capsule (Meridian Healthcare (UK) Ltd)",Indometacin
36577,"Indometacin 50mg Capsule (Meridian Healthcare (UK) Ltd)",Indometacin
928,"Diclofenac sodium 25mg tablets","Diclofenac Sodium"
917,"Diclofenac sodium 50mg tablets","Diclofenac Sodium"
1984,"Diclofenac sodium 100mg modified-release tablets","Diclofenac Sodium"
1233,"Diclofenac sodium 75mg modified-release tablets","Diclofenac Sodium"
45331,"Ibuprofen 200mg Tablet (Co-Pharma Ltd)",Ibuprofen
45331,"Ibuprofen 200mg Tablet (Co-Pharma Ltd)",Ibuprofen
34931,"Ibuprofen 200mg Tablet (Regent Laboratories Ltd)",Ibuprofen
34931,"Ibuprofen 200mg Tablet (Regent Laboratories Ltd)",Ibuprofen
19575,"Proflex 200mg Tablet (Novartis Consumer Health UK Ltd)",Ibuprofen
19575,"Proflex 200mg Tablet (Novartis Consumer Health UK Ltd)",Ibuprofen
30811,"Proflex 300mg Modified-release capsule (Novartis Consumer Health UK Ltd)",Ibuprofen
30811,"Proflex 300mg Modified-release capsule (Novartis Consumer Health UK Ltd)",Ibuprofen
2938,"Ibuprofen 100mg/5ml Oral suspension",Ibuprofen
2938,"Ibuprofen 100mg/5ml Oral suspension",Ibuprofen
29524,"Ibumetin 600mg Tablet (Alfred Benzon (UK) Ltd)",Ibuprofen
29524,"Ibumetin 600mg Tablet (Alfred Benzon (UK) Ltd)",Ibuprofen
46440,"Naproxen 500mg Tablet (M & A Pharmachem Ltd)",Naproxen
1983,"Mefenamic acid 250mg Dispersible tablet","Mefenamic Acid"
1983,"Mefenamic acid 250mg Dispersible tablet","Mefenamic Acid"
29345,"Ibuprofen 100mg/5ml Oral suspension (Hillcross Pharmaceuticals Ltd)",Ibuprofen
29345,"Ibuprofen 100mg/5ml Oral suspension (Hillcross Pharmaceuticals Ltd)",Ibuprofen
7483,"Butazolidin 100mg Tablet (Novartis Pharmaceuticals UK Ltd)",Phenylbutazone
7483,"Butazolidin 100mg Tablet (Novartis Pharmaceuticals UK Ltd)",Phenylbutazone
29674,"Butazolidin 200mg Tablet (Novartis Pharmaceuticals UK Ltd)",Phenylbutazone
29674,"Butazolidin 200mg Tablet (Novartis Pharmaceuticals UK Ltd)",Phenylbutazone
33308,"Butazone 100mg Tablet (DDSA Pharmaceuticals Ltd)",Phenylbutazone
33308,"Butazone 100mg Tablet (DDSA Pharmaceuticals Ltd)",Phenylbutazone
34621,"Ibuprofen 200mg Tablet (Nucare Plc)",Ibuprofen
34621,"Ibuprofen 200mg Tablet (Nucare Plc)",Ibuprofen
55233,"Ibuprofen 400mg Tablet (Nucare Plc)",Ibuprofen
47816,"Tenoxicam 20mg Tablet (Sovereign Medical Ltd)",Tenoxicam
47816,"Tenoxicam 20mg Tablet (Sovereign Medical Ltd)",Tenoxicam
20059,"Tiaprofenic acid 300mg sachets","Tiaprofenic Acid"
20059,"Tiaprofenic acid 300mg sachets","Tiaprofenic Acid"
26404,"Tolmetin 200mg Capsule","Tolmetin Sodium"
26404,"Tolmetin 200mg Capsule","Tolmetin Sodium"
20016,"Tolmetin 400mg Capsule","Tolmetin Sodium"
20016,"Tolmetin 400mg Capsule","Tolmetin Sodium"
34663,"Ibuprofen 100mg/5ml Oral suspension (Neo Laboratories Ltd)",Ibuprofen
34663,"Ibuprofen 100mg/5ml Oral suspension (Neo Laboratories Ltd)",Ibuprofen
2129,"Brufen retard tabs 800mg Modified-release tablet (Abbott Laboratories Ltd)",Ibuprofen
2129,"Brufen retard tabs 800mg Modified-release tablet (Abbott Laboratories Ltd)",Ibuprofen
4043,"Froben sr 200mg Modified-release capsule (Abbott Laboratories Ltd)",Flurbiprofen
4043,"Froben sr 200mg Modified-release capsule (Abbott Laboratories Ltd)",Flurbiprofen
33457,"Isclofen 50mg Gastro-resistant tablet (Isis Products Ltd)","Diclofenac sodium"
25790,"Rhumalgan 25mg Tablet (Lagap)","Diclofenac sodium"
30806,"Rhumalgan 50mg Tablet (Lagap)","Diclofenac sodium"
32916,"Diclofenac 75mg Modified-release capsule (Sandoz Ltd)","Diclofenac sodium"
34744,"Diclofenac 100mg Modified-release capsule (Sandoz Ltd)","Diclofenac sodium"
24682,"Tenoxicam 20mg effervescent tablets",Tenoxicam
24682,"Tenoxicam 20mg effervescent tablets",Tenoxicam
12075,"Mobiflex 20mg Tablet (Roche Products Ltd)",Tenoxicam
12075,"Mobiflex 20mg Tablet (Roche Products Ltd)",Tenoxicam
31064,"Mobiflex 20mg Granules (Roche Products Ltd)",Tenoxicam
31064,"Mobiflex 20mg Granules (Roche Products Ltd)",Tenoxicam
24531,"Mobiflex 20mg Effervescent tablet (Roche Products Ltd)",Tenoxicam
24531,"Mobiflex 20mg Effervescent tablet (Roche Products Ltd)",Tenoxicam
1468,"Ibuprofen 200mg Soluble tablet",Ibuprofen
1468,"Ibuprofen 200mg Soluble tablet",Ibuprofen
1030,"Junifen 100mg/5ml Oral suspension (Crookes Healthcare Ltd)",Ibuprofen
1030,"Junifen 100mg/5ml Oral suspension (Crookes Healthcare Ltd)",Ibuprofen
73131,"Diclofenac 25mg Gastro-resistant tablet (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
42406,"Diclofenac 50mg Gastro-resistant tablet (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
4298,"Nurofen 200mg Tablet (Crookes Healthcare Ltd)",Ibuprofen
4298,"Nurofen 200mg Tablet (Crookes Healthcare Ltd)",Ibuprofen
3597,"Nurofen 200mg Soluble tablet (Crookes Healthcare Ltd)",Ibuprofen
3597,"Nurofen 200mg Soluble tablet (Crookes Healthcare Ltd)",Ibuprofen
25619,"Nurofen 400mg Tablet (Crookes Healthcare Ltd)",Ibuprofen
25619,"Nurofen 400mg Tablet (Crookes Healthcare Ltd)",Ibuprofen
34143,"Naprosyn 375 Tablet (Roche Products Ltd)",Naproxen
1096,"Diclofenac sodium 25mg gastro-resistant tablets","Diclofenac Sodium"
1075,"Diclofenac sodium 50mg gastro-resistant tablets","Diclofenac Sodium"
28390,"Valenac ec 25mg Gastro-resistant tablet (Shire Pharmaceuticals Ltd)","Diclofenac sodium"
25283,"Valenac ec 50mg Gastro-resistant tablet (Shire Pharmaceuticals Ltd)","Diclofenac sodium"
15104,"Naproxen 500mg Granules",Naproxen
15023,"Naproxen 375mg Modified-release tablet",Naproxen
3852,"Diclomax 100mg Modified-release capsule (Provalis Healthcare Ltd)","Diclofenac sodium"
3421,"Diclomax sr 75mg Modified-release capsule (Provalis Healthcare Ltd)","Diclofenac sodium"
849,"Ibumed 400mg Tablet (Medipharma Ltd)",Ibuprofen
849,"Ibumed 400mg Tablet (Medipharma Ltd)",Ibuprofen
26994,"Fenbuzip 300mg Tablet (Ashbourne Pharmaceuticals Ltd)",Fenbufen
26994,"Fenbuzip 300mg Tablet (Ashbourne Pharmaceuticals Ltd)",Fenbufen
26214,"Fenbuzip 450mg Tablet (Ashbourne Pharmaceuticals Ltd)",Fenbufen
26214,"Fenbuzip 450mg Tablet (Ashbourne Pharmaceuticals Ltd)",Fenbufen
26205,"Fenbuzip 300mg Capsule (Ashbourne Pharmaceuticals Ltd)",Fenbufen
26205,"Fenbuzip 300mg Capsule (Ashbourne Pharmaceuticals Ltd)",Fenbufen
17750,"Indomax 25mg Capsule (Ashbourne Pharmaceuticals Ltd)",Indometacin
21050,"Ketonal 100mg Capsule (Lagap)",Ketoprofen
26216,"Timpron 500mg Tablet (Berk Pharmaceuticals Ltd)",Naproxen
26242,"Timpron 250mg Tablet (Berk Pharmaceuticals Ltd)",Naproxen
26231,"Timpron 500mg Gastro-resistant tablet (Berk Pharmaceuticals Ltd)",Naproxen
5266,"Lodine sr 600mg Modified-release tablet (Shire Pharmaceuticals Ltd)",Etodolac
5266,"Lodine sr 600mg Modified-release tablet (Shire Pharmaceuticals Ltd)",Etodolac
26234,"Flamatrol 10mg Capsule (Berk Pharmaceuticals Ltd)",Piroxicam
26234,"Flamatrol 10mg Capsule (Berk Pharmaceuticals Ltd)",Piroxicam
47994,"Naproxen 250mg Gastro-resistant tablet (Almus Pharmaceuticals Ltd)",Naproxen
46848,"Naproxen 500mg Gastro-resistant tablet (Almus Pharmaceuticals Ltd)",Naproxen
14678,"Defanac sr 100mg Modified-release tablet (Ranbaxy (UK) Ltd)","Diclofenac sodium"
48161,"Naproxen 500mg Tablet (Almus Pharmaceuticals Ltd)",Naproxen
17491,"Dicloflex sr 75mg Tablet (Ratiopharm UK Ltd)","Diclofenac sodium"
18812,"Nurofen meltlets lemon 200mg Orodispersible tablet (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
20978,"Anadin Ultra liquid capsules (Wyeth Consumer Healthcare)",Ibuprofen
20978,"Anadin Ultra liquid capsules (Wyeth Consumer Healthcare)",Ibuprofen
12709,"Ibuprofen and codeine 200mg + 12.5mg Tablet","Codeine Phosphate"
23026,"Artracin sr 75mg Modified-release capsule (Trinity Pharmaceuticals Ltd)",Indometacin
22230,"Meflam 250mg Capsule (Trinity Pharmaceuticals Ltd)","Mefenamic acid"
22230,"Meflam 250mg Capsule (Trinity Pharmaceuticals Ltd)","Mefenamic acid"
26522,"Meflam 500mg Tablet (Trinity Pharmaceuticals Ltd)","Mefenamic acid"
26522,"Meflam 500mg Tablet (Trinity Pharmaceuticals Ltd)","Mefenamic acid"
33801,"Opustan 250mg Capsule (Opus Pharmaceuticals Ltd)","Mefenamic acid"
33801,"Opustan 250mg Capsule (Opus Pharmaceuticals Ltd)","Mefenamic acid"
26247,"Opustan 500mg Tablet (Opus Pharmaceuticals Ltd)","Mefenamic acid"
26247,"Opustan 500mg Tablet (Opus Pharmaceuticals Ltd)","Mefenamic acid"
28695,"Piroflam 10mg Capsule (Opus Pharmaceuticals Ltd)",Piroxicam
28695,"Piroflam 10mg Capsule (Opus Pharmaceuticals Ltd)",Piroxicam
19320,"Piroflam 20mg Capsule (Opus Pharmaceuticals Ltd)",Piroxicam
19320,"Piroflam 20mg Capsule (Opus Pharmaceuticals Ltd)",Piroxicam
30389,"Contraflam 250mg Capsule (Berk Pharmaceuticals Ltd)","Mefenamic acid"
30389,"Contraflam 250mg Capsule (Berk Pharmaceuticals Ltd)","Mefenamic acid"
30391,"Contraflam 500mg Tablet (Berk Pharmaceuticals Ltd)","Mefenamic acid"
30391,"Contraflam 500mg Tablet (Berk Pharmaceuticals Ltd)","Mefenamic acid"
4911,"Ibuprofen 400mg Granules",Ibuprofen
4911,"Ibuprofen 400mg Granules",Ibuprofen
586,"Ibuprofen 200mg Capsule",Ibuprofen
586,"Ibuprofen 200mg Capsule",Ibuprofen
24305,"Ibufac 400mg Tablet (DDSA Pharmaceuticals Ltd)",Ibuprofen
24305,"Ibufac 400mg Tablet (DDSA Pharmaceuticals Ltd)",Ibuprofen
26575,"Streflam 8.75mg Lozenge (Crookes Healthcare Ltd)",Flurbiprofen
20105,"Dicloflex 25mg Gastro-resistant tablet (Ratiopharm UK Ltd)","Diclofenac sodium"
18196,"Orbifen for children 100mg/5ml Oral suspension (Orbis Consumer Products Ltd)",Ibuprofen
18196,"Orbifen for children 100mg/5ml Oral suspension (Orbis Consumer Products Ltd)",Ibuprofen
9886,"Dicloflex 50mg Gastro-resistant tablet (Ratiopharm UK Ltd)","Diclofenac sodium"
32366,"Relcofen 200mg Tablet (Actavis UK Ltd)",Ibuprofen
32366,"Relcofen 200mg Tablet (Actavis UK Ltd)",Ibuprofen
40394,"Advil 400mg Tablet (Wyeth Consumer Healthcare)",Ibuprofen
40394,"Advil 400mg Tablet (Wyeth Consumer Healthcare)",Ibuprofen
18371,"Digenac xl 100mg Modified-release tablet (Genus Pharmaceuticals Ltd)","Diclofenac sodium"
7058,"Calprofen 100mg/5ml Oral suspension (McNeil Products Ltd)",Ibuprofen
7058,"Calprofen 100mg/5ml Oral suspension (McNeil Products Ltd)",Ibuprofen
11322,"Flamrase sr 75mg Modified-release tablet (APS Berk)","Diclofenac sodium"
24236,"Slofenac 100mg Modified-release tablet (Sterwin Medicines)","Diclofenac sodium"
9465,"Diclotard 100 100mg Modified-release tablet (Galen Ltd)","Diclofenac sodium"
16225,"Dexomon retard 100mg Modified-release tablet (Hillcross Pharmaceuticals Ltd)","Diclofenac sodium"
18820,"Fenpaed 100mg/5ml Oral suspension (Pinewood Healthcare)",Ibuprofen
18820,"Fenpaed 100mg/5ml Oral suspension (Pinewood Healthcare)",Ibuprofen
43032,"Inoven 200mg Tablet (Janssen-Cilag Ltd)",Ibuprofen
43032,"Inoven 200mg Tablet (Janssen-Cilag Ltd)",Ibuprofen
30790,"Dicloflex sr 75mg Tablet (Genus Pharmaceuticals Ltd)","Diclofenac sodium"
28764,"Closteril 100mg Modified-release tablet (Pharmalife Healthcare Services Ltd)","Diclofenac sodium"
402,"Nurofen 200mg Tablet (Crookes Healthcare Ltd)",Ibuprofen
402,"Nurofen 200mg Tablet (Crookes Healthcare Ltd)",Ibuprofen
7535,"Nurofen 200mg Capsule (Crookes Healthcare Ltd)",Ibuprofen
7535,"Nurofen 200mg Capsule (Crookes Healthcare Ltd)",Ibuprofen
26888,"Difenor xl 100mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)","Diclofenac sodium"
36260,"Mendys 250mg Capsule (Kent Pharmaceuticals Ltd)","Mefenamic acid"
36260,"Mendys 250mg Capsule (Kent Pharmaceuticals Ltd)","Mefenamic acid"
17124,"Dicloflex sr 100mg Tablet (IVAX Pharmaceuticals UK Ltd)","Diclofenac sodium"
29316,"Care ibuprofen 400mg Tablet (Thornton & Ross Ltd)",Ibuprofen
29316,"Care ibuprofen 400mg Tablet (Thornton & Ross Ltd)",Ibuprofen
15180,"Naproxen and misoprostol 500mgwith200microgram combined Tablet",Naproxen/Misoprostol
17733,"Condrotec 500mg+200microgram Tablet (Pharmacia Ltd)",Naproxen/Misoprostol
27013,"Tiloket 200mg Modified-release capsule (Tillomed Laboratories Ltd)",Ketoprofen
4731,"Nurofen for children 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
4731,"Nurofen for children 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
31429,"Timpron 250mg Gastro-resistant tablet (Berk Pharmaceuticals Ltd)",Naproxen
39354,"Galpharm ibuprofen for children 100mg/5ml Oral suspension (Galpharm International Ltd)",Ibuprofen
39354,"Galpharm ibuprofen for children 100mg/5ml Oral suspension (Galpharm International Ltd)",Ibuprofen
37253,"Anadin ultra double strength 400mg Capsule (Wyeth Consumer Healthcare)",Ibuprofen
37253,"Anadin ultra double strength 400mg Capsule (Wyeth Consumer Healthcare)",Ibuprofen
45262,"Naproxen Oral solution",Naproxen
35265,"Nurofen for children 3 months to 9 years 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
35265,"Nurofen for children 3 months to 9 years 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK",Ibuprofen
44233,"Nurofen for children baby 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
44233,"Nurofen for children baby 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
46342,"Medifen 3with months 100mg/5ml Oral suspension (SSL International Plc)",Ibuprofen
46342,"Medifen 3with months 100mg/5ml Oral suspension (SSL International Plc)",Ibuprofen
48062,"Ibuprofen 200mg Tablet (Wockhardt UK Ltd)",Ibuprofen
48062,"Ibuprofen 200mg Tablet (Wockhardt UK Ltd)",Ibuprofen
48218,"Dicloflex sr 100mg Tablet (Teva UK Ltd)","Diclofenac sodium"
75442,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
75549,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
75569,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
75573,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
75581,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
75677,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
75765,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
75771,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
75893,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76041,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76073,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76093,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76191,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76234,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76284,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76310,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76342,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76404,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76419,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76583,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76595,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76608,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76610,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76869,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
76955,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77102,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77185,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77228,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77260,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77293,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77359,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77392,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77405,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77421,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77459,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77525,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77553,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77680,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77694,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
77951,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78072,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78096,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78149,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78172,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78176,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78343,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78629,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78675,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
78779,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
79577,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
79731,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
79795,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
79845,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
80017,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
80088,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
80366,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
80442,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
80671,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
80679,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
80882,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81056,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81125,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81403,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81441,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81636,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81644,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81720,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81765,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81769,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81770,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81771,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81801,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
81837,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82104,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82137,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82181,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82301,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82347,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82354,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82373,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82426,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82428,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82503,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82517,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82550,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82690,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82721,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82815,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
82949,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83030,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83084,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83175,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83341,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83348,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83353,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83382,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83492,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83496,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83601,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83636,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83652,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83653,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83807,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83943,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
83955,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
84249,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
84339,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
84353,"Acoflam 75mg SR tablets (Mercury Pharma Group Ltd)","Diclofenac sodium"
